number_of_air_conditioners,ac_power_hp,number_of_refrigerators,number_of_televisions,number_of_fans,number_of_computers,average_daily_usage_hours,season,house_size_m2,insulation_quality,has_water_heater,washing_machine_usage_per_week,monthly_energy_consumption_kwh,monthly_electricity_bill_egp
3,2.25,2,2,4,2,8.554107746267176,winter,182.176966822586,high,1,1,3268.601450278831,3928.188129608158
3,3.0,2,2,4,1,7.55492831863935,winter,158.72644530062382,high,0,2,3183.5089345623164,3814.4965346890704
3,2.25,2,0,2,1,8.42851889412146,summer,159.24316840433332,high,0,3,3878.262636855037,4657.103727782991
1,2.25,2,2,1,0,5.257465922288715,winter,116.10390230030585,high,1,2,2229.6765967507376,2673.308280283953
4,3.0,2,2,3,0,6.400490184218167,winter,214.74195996712757,low,1,4,4356.306848554695,5223.79315254251
1,1.5,1,1,1,0,5.6929282694082595,summer,93.814943958004,medium,1,3,1468.2776407173722,1766.887996378896
0,3.0,2,2,3,2,3.279797787655367,summer,92.4092717380276,high,1,1,2071.301221532966,2486.2941821639006
1,1.5,1,0,2,0,4.7178100719646885,summer,105.30178844571813,low,0,5,1305.671380916568,1574.3723361488894
3,3.0,2,3,0,2,6.477951443340773,summer,204.88823138817753,low,1,1,5404.799259982905,6486.127031643145
2,2.25,1,1,2,2,7.518602781907845,summer,141.95201152433228,medium,1,3,2632.358616533377,3165.5893567604235
0,2.25,1,0,2,2,3.1349065454415026,winter,59.150581661887,high,0,3,929.3096823426545,1116.5911912430647
2,3.0,2,1,3,1,9.48774031557955,winter,172.80133144380665,high,0,3,2970.0737374337787,3557.8819794402743
0,3.0,2,2,2,2,7.181457539729072,winter,50.0,low,1,6,2132.4604972519937,2563.060717333595
0,2.25,2,0,4,0,8.84100629873002,summer,50.0,high,1,0,1940.5042989518909,2320.573375486549
3,3.0,1,1,2,0,4.291641850770156,summer,190.0043819229656,medium,0,0,2610.5466948480002,3127.849950029535
1,3.0,1,0,2,0,7.3926203594242015,summer,83.74725513393385,low,0,0,2185.71141610134,2612.989083988531
3,3.0,2,1,3,0,3.567354230973866,winter,177.0004495880412,medium,1,1,2627.612700026082,3159.3688860591806
3,1.5,1,2,2,2,6.168896286921308,summer,174.70370786580742,medium,0,2,2258.2594671293687,2703.0352400278734
3,3.0,2,3,2,0,7.880980870357293,winter,162.404525107214,low,1,1,4225.102396396126,5074.966553342444
2,2.25,1,3,1,2,7.628610134756152,summer,120.42743742437983,low,0,5,3054.8537661220125,3656.489462495919
0,3.0,2,0,4,1,4.635057047165259,winter,53.16877183363216,high,0,0,1786.6718960480387,2139.7272246909706
4,3.0,1,3,4,0,3.777332452061181,summer,200.42208690601967,low,0,2,3579.7923875255683,4290.066804757501
1,2.25,2,0,4,2,5.488314918334368,winter,100.6275332912949,high,1,3,2275.5995408606914,2733.679712840235
3,3.0,1,0,2,2,7.272916260830286,winter,174.4766087005712,low,1,3,3149.2135976410586,3782.2206513212604
0,2.25,1,2,4,2,3.6272915441032003,winter,77.16748070461564,high,0,1,978.6147576214213,1168.2029550006334
1,3.0,2,2,1,0,8.859935017321968,summer,89.00351966631183,medium,1,0,3206.5624460939935,3844.9317019634323
4,1.5,1,1,0,0,6.527226976490365,winter,225.01869116737896,high,0,0,1641.7254834986034,1965.4278764692326
4,2.25,1,0,0,0,9.004141732898434,winter,223.07491919225652,medium,0,4,2810.432211454679,3376.0365622188315
3,3.0,2,1,1,2,7.543656367524192,winter,188.06016509589386,high,1,2,3397.889286080588,4082.821363625291
4,1.5,2,1,0,2,9.818850069494644,winter,225.84575636749116,high,0,5,3024.191448325795,3635.1779315657764
4,2.25,2,2,0,1,6.440722079798768,summer,205.69572890157707,low,1,5,5396.374848278128,6477.973200745745
1,2.25,1,0,3,2,8.079688154452032,summer,72.51516924523682,medium,0,5,1836.264567297135,2206.5027106331636
1,3.0,1,2,2,2,6.43069832705835,summer,93.142944162696,medium,0,0,1874.1237231280686,2249.1581700903557
3,1.5,2,0,3,1,4.184995654401062,winter,184.05378346582745,low,1,2,2528.507290323786,3031.6474076277595
0,1.5,1,3,3,0,3.6271881754734356,summer,50.0,low,1,5,1063.7897785214948,1267.6289949063437
3,1.5,1,3,1,2,4.651167852057121,winter,184.0509897746768,high,1,3,1560.1442888968677,1877.2269814000242
2,1.5,1,1,0,1,7.048421884283216,summer,124.91100703214518,low,0,6,2169.143731775896,2609.1513635849697
4,1.5,2,2,1,2,8.831727700350257,winter,229.21338920043664,high,0,1,2937.3417164155176,3526.089502668136
0,1.5,2,2,4,1,3.9919939296909783,winter,55.84104262601785,medium,1,4,1962.9408851297828,2347.8079416536757
1,1.5,2,0,3,0,9.469283421547237,winter,117.10296625321632,low,0,6,2247.5582771761774,2694.7143382830277
2,3.0,2,1,0,2,6.350174322026337,summer,164.5887538780991,medium,0,2,3547.721667575758,4253.2969981174165
2,2.25,1,2,2,1,6.529478780756082,winter,111.04716113413241,high,1,4,1664.624912769092,1983.7844513237555
4,2.25,2,1,3,0,3.218660167089273,winter,194.9490399414497,low,0,1,2652.837639139937,3190.618444291665
1,2.25,2,2,0,1,9.786853424769802,summer,101.72336974601994,high,1,4,2863.053327325228,3428.50206614194
0,3.0,1,3,4,1,3.424546657194348,winter,64.87340485797108,low,0,2,930.014476066167,1122.4766467543002
1,1.5,2,2,1,2,5.030768616952591,winter,87.0386966193205,medium,0,0,2017.5172318969903,2423.1366591916744
4,1.5,1,2,0,0,7.424841136716738,winter,211.77390530985195,low,1,6,2564.4141141635987,3071.398814750421
2,1.5,1,3,0,2,7.4908601169168945,summer,110.89123323045101,low,0,3,2334.9594442493512,2804.378141290681
4,2.25,1,1,3,0,5.99473539209312,winter,194.9748418915087,medium,1,4,2443.1062541936376,2931.1956318643906
3,2.25,1,1,0,2,9.082966091004948,winter,167.80416441500932,high,0,3,2189.565943770574,2631.3306588340533
2,3.0,1,1,4,0,5.329361595150788,summer,161.49338620643334,medium,0,5,2372.3822111017103,2848.5320587617784
4,1.5,2,3,2,1,4.0839372064394786,summer,195.85102683207953,high,0,4,2704.1276847680356,3234.9014505579953
0,1.5,1,3,4,0,3.292478566286312,summer,67.1542340276282,low,0,5,931.7679401861418,1120.1236133904342
0,1.5,2,3,0,1,3.9541889434770794,winter,51.584064355001786,medium,0,5,1796.1300476447987,2152.191574631254
0,2.25,2,1,2,1,9.685612078939332,winter,88.70566117760399,low,0,2,1862.1135897284366,2230.9358424807374
3,2.25,1,1,4,2,5.170690812544793,winter,165.15182396542394,medium,1,3,1938.675665998467,2327.010842193936
1,1.5,1,1,2,0,7.597760748598512,winter,97.80086367013098,low,0,1,1293.137216590178,1553.565914814545
0,2.25,2,1,3,2,9.78083272383847,summer,50.0,medium,0,1,1941.9691831809973,2327.7507628379067
3,1.5,1,0,0,0,9.199864081553493,summer,173.15842739972925,low,0,5,3296.428281547852,3962.51214580252
0,3.0,2,3,2,0,6.5308031729138465,winter,73.39323652501103,low,1,6,1975.263619369256,2367.937558251522
3,2.25,1,3,1,2,3.5913490028426605,summer,128.40089389187816,high,0,3,1817.6762761068053,2183.1786272639647
0,1.5,1,3,3,0,8.03340942903322,winter,80.87747029344914,low,0,3,1002.9763623569609,1201.4808169280577
1,2.25,1,1,0,2,3.923099522356111,summer,83.34593373316346,low,1,1,1606.1143965702022,1924.353351884202
4,1.5,2,1,3,1,4.035497758901523,winter,192.9367005514934,high,0,2,2248.2015042422195,2695.2258430038387
0,3.0,1,0,1,1,9.156114976707354,winter,98.05980466594804,medium,0,6,950.5346113857876,1147.8590934573213
4,3.0,1,0,0,0,7.669112589690076,summer,210.18520608249386,high,1,4,4383.027145558959,5266.403635409681
0,1.5,2,1,3,2,9.512209754864994,winter,65.98527731899506,high,1,6,2163.330779239779,2584.9283238989437
1,1.5,2,1,3,0,9.707705905530535,winter,92.79091037957687,high,1,2,2303.64723508197,2756.6310482972644
4,3.0,2,1,2,1,6.222678316054607,summer,215.93810442190306,low,0,3,6178.965056842434,7413.893458197581
3,1.5,1,3,2,0,7.683235057289814,winter,159.92570955741917,low,0,5,2065.28233299514,2480.2319044117357
0,2.25,2,0,3,1,7.584585236022149,summer,74.65672476847666,high,0,6,1841.9414149673219,2212.67328496021
0,3.0,2,3,2,1,3.789121862752272,summer,96.93636410061862,medium,1,2,1985.6906924575985,2385.807128640421
3,1.5,2,2,0,1,7.333497914717886,winter,157.4199152941344,medium,1,6,2889.5012145949204,3465.5521845417725
1,3.0,1,2,2,2,3.774813527438109,summer,128.7677019761994,low,1,6,1815.0093073959567,2184.0273325737007
2,2.25,1,2,0,2,8.991058484170757,summer,141.93261474312357,high,0,3,2480.9046274521806,2972.527080947647
0,2.25,1,2,0,1,9.498147434104343,winter,50.0,low,1,5,1123.484427822017,1345.7977901981867
3,3.0,2,3,0,1,5.7228841627334335,winter,142.03401492268117,medium,0,2,3039.464379873468,3652.906912010189
2,3.0,1,2,0,1,7.856459768401263,summer,150.7904330522585,medium,1,4,3283.4175038160856,3926.796577426254
0,3.0,1,1,3,1,7.897606658031942,summer,50.0,high,1,5,1107.0631853499085,1323.5808101818832
4,3.0,2,2,4,2,3.3510085708301567,summer,218.88228678050584,medium,1,2,3782.2163780354963,4541.2632233824515
3,3.0,1,1,4,2,4.142253271540618,summer,184.4655373008812,medium,0,0,2626.628309078898,3149.193199538483
4,3.0,1,3,0,2,9.200553076115458,summer,240.06105178004364,high,1,5,5208.85352957848,6256.636840627605
1,3.0,2,0,4,2,4.386805956145746,summer,83.24011524069657,high,0,4,2299.3501871449544,2750.823128144044
2,2.25,2,0,0,0,8.307562291323311,winter,124.72382761759248,medium,1,5,2874.7189259226707,3458.8244641460215
3,1.5,2,2,4,0,7.143216704961914,winter,189.29428770784773,medium,0,5,2620.1690745047877,3142.1015361687996
0,3.0,2,0,1,2,7.996516020745838,summer,57.28123049091523,low,1,5,2026.275037519544,2424.011606449065
0,2.25,2,1,2,0,4.041307184414062,winter,56.77810018964518,medium,1,4,1909.7186638778098,2296.6777017162576
2,2.25,2,2,4,1,8.631153852617427,winter,133.64996138195755,medium,0,6,2850.010584682684,3418.787877953662
4,3.0,2,2,0,0,5.561590320696876,summer,203.3056799550936,low,0,5,5685.861763603788,6824.546028169482
4,2.25,2,1,2,2,9.917770453877903,summer,228.38209129517418,low,0,2,7139.293639550969,8572.775331923185
3,2.25,1,1,2,2,6.031615281502469,winter,184.77548738786507,high,0,6,1781.7228283215313,2141.4091968163443
3,1.5,1,3,3,1,5.224113456145124,winter,207.55347494703676,low,1,3,1933.4966669290768,2321.311586983469
4,1.5,1,1,3,2,4.001595852149899,winter,191.9055457189376,high,0,0,1410.4413761476717,1700.2840490588596
3,3.0,1,3,4,2,3.4906646243853756,winter,189.09298720569524,high,1,0,1847.9318496976753,2220.420465482126
4,1.5,1,2,3,2,9.171046961860423,winter,213.07496111647484,high,1,0,2242.576564956613,2687.295745717032
2,1.5,2,0,0,2,3.854598631242937,winter,172.77117765257879,high,1,0,2143.870444592266,2581.324474492765
3,1.5,2,0,3,2,9.162852886999197,winter,171.98930914249678,low,0,0,3188.817520393769,3824.0016869925007
4,2.25,2,3,1,2,6.852194656364847,winter,217.00751082357021,medium,1,1,3567.3131287169776,4280.691107686411
3,3.0,1,0,4,0,7.636064187790856,winter,154.9414165188223,medium,1,2,2813.9342668107047,3374.0306040473024
0,2.25,1,0,2,2,8.64835788158399,summer,50.0,low,1,1,1191.0781189252662,1434.8870564520396
0,2.25,2,2,2,1,6.792705826244927,winter,80.77907822508674,low,0,5,1871.5501899919395,2253.583838985233
1,3.0,2,3,1,0,6.44756978558803,summer,85.49135616454328,high,0,3,2510.0931647446164,3018.6566218916337
4,3.0,1,1,0,2,8.479446393879545,winter,213.66923622517973,medium,1,2,3674.371918549874,4417.373166598122
1,2.25,1,0,2,0,5.911553807666529,winter,95.72944245626037,medium,0,1,1206.5993591572503,1454.0462366536024
4,3.0,2,2,1,2,3.550289210032832,summer,209.66326922259054,low,0,5,4291.971306963224,5144.561905297086
3,3.0,1,2,3,2,7.414169548135594,winter,181.2549764771621,low,1,1,3323.5324824408444,3985.6920166548584
4,2.25,1,0,4,0,3.2468173281100627,winter,230.07955167746957,medium,1,2,1866.7417359544481,2238.5010412263696
0,1.5,2,1,1,0,7.196023212025213,summer,73.0749227822052,high,0,0,1777.275682623837,2132.8565736409623
3,3.0,2,1,1,1,6.575115711851921,winter,176.40617814008377,medium,1,4,3334.027252875849,4000.33719660034
0,3.0,1,3,3,0,5.135773395199429,winter,50.0,high,0,0,947.6822148469397,1143.644448834498
3,2.25,2,3,0,2,5.4166920729272405,summer,169.93005096574132,low,1,2,4080.1819741151394,4891.577202449152
4,3.0,2,3,3,2,6.184851217170252,summer,245.7934830733707,high,0,5,4580.98696407183,5492.417401917089
4,3.0,1,2,3,1,6.438918177432242,winter,187.69636990841317,high,1,4,2602.986127305296,3120.1794638083634
0,2.25,1,1,2,0,5.9712049322679395,summer,65.55018917500391,low,1,1,1118.2897887727963,1342.965657380519
2,1.5,2,3,1,0,5.745313451234638,winter,123.67621726026043,high,0,3,2123.8167066804926,2544.0501326920244
4,2.25,1,2,1,1,5.267891521141863,winter,185.75156352454042,high,0,3,1850.0246914090847,2225.666386369202
2,2.25,2,1,3,0,7.533009274065793,summer,112.60157272674263,low,0,0,3788.481758162993,4549.985895050681
3,3.0,2,0,3,0,5.8651630131850006,winter,171.20202059472425,low,1,5,3557.5005896727175,4266.235384485812
2,3.0,1,3,1,0,5.223609391042153,summer,148.19509097626866,low,1,0,2882.3217371291503,3453.521687235395
0,3.0,2,3,1,0,9.318993868925766,winter,69.66544841832068,low,1,0,2010.444522798053,2417.711494787304
1,2.25,1,1,1,2,4.272463480183418,summer,131.24965320288035,high,1,0,1490.5180288611637,1786.748235594604
1,2.25,1,0,0,0,4.016576485125393,summer,59.81813034797127,low,0,5,1401.9102557054784,1681.3083054513777
0,1.5,1,0,3,1,8.436602021359764,summer,64.02215407992286,medium,0,0,971.7674033166106,1167.1590121769782
1,2.25,1,2,3,1,3.8097428286695028,summer,50.0,medium,0,4,1333.366613375936,1598.3700772304137
0,1.5,2,3,2,1,4.89910902739774,summer,57.93520077350146,low,0,6,1843.7615060465378,2212.991370160258
4,1.5,2,0,2,0,5.456149232923517,summer,236.20142265433074,medium,0,3,3218.3542460676103,3858.907674509041
2,3.0,2,2,4,2,5.00438025877901,winter,155.55642737929685,low,1,3,2990.749673103488,3595.2727870824087
1,2.25,1,3,1,1,8.141020830122041,winter,67.71318189180451,low,1,1,1788.4524580357295,2150.107224610559
4,2.25,2,3,1,1,4.383280532161134,winter,168.7227225467886,low,0,4,3045.094327038189,3647.7558481595597
1,2.25,2,3,4,2,7.827724932235965,winter,62.815596393936104,high,0,6,2297.3241646078523,2758.498748509355
3,1.5,1,3,3,1,5.042358970543642,summer,143.27826174965702,high,1,0,1981.8413110152017,2377.6642972603486
0,1.5,1,0,1,0,8.996754158736458,summer,50.0,low,0,5,881.8129751404492,1058.001276747644
0,1.5,2,0,2,1,9.13152272474634,winter,69.70543944834313,medium,1,4,2025.7374405282312,2434.319190998059
4,1.5,2,0,0,0,4.95215770685722,summer,203.1501118128529,high,0,0,2792.277522917109,3356.4701660676587
3,2.25,1,1,3,2,7.176436316594117,summer,168.03922148292398,high,1,5,2900.2585512511255,3483.7719622064787
2,1.5,1,1,0,2,8.679292711323026,summer,144.62470531871452,low,0,0,2507.0513067557154,3009.364290938742
3,3.0,1,3,0,1,3.5118377032205887,summer,169.26690558518385,medium,0,2,2348.3802727004518,2814.4818624130894
3,2.25,2,0,4,0,6.979868711512323,summer,188.42145779652657,low,0,1,4552.71825098828,5456.93999139497
2,2.25,2,2,0,2,9.835134487391159,summer,126.97653503054164,low,1,1,4690.033116563504,5624.82984131909
2,1.5,1,0,1,1,5.539880167107665,winter,113.89031513040709,high,0,5,1252.8932773270346,1509.9433503236223
3,1.5,1,2,4,1,8.097902320312965,summer,171.60688990586738,low,0,3,3143.4955666436404,3776.036462315223
1,2.25,2,3,2,1,8.57381372005567,summer,91.53328163619679,low,1,3,3201.3560269155737,3843.3644371529476
1,3.0,1,3,0,2,8.204078242667084,winter,102.96168829056448,medium,1,2,1769.588062894924,2117.2916354060644
3,2.25,1,3,1,0,9.647180829678417,winter,172.8408146477463,high,1,6,2470.221932847518,2969.9791575391946
1,3.0,1,0,1,0,8.372314259443762,summer,76.73048722317006,low,0,5,2351.402132963354,2818.1916774434007
2,1.5,2,0,2,0,9.532424082301688,summer,105.82528968919618,medium,0,5,3081.229469524111,3694.8316837901148
2,3.0,2,2,4,1,4.616795224494798,summer,137.80352434985338,low,0,5,3452.6462390816496,4151.0129827755445
1,2.25,1,2,4,0,7.1390672330480545,winter,74.67170786787798,high,1,2,1496.077199425109,1790.3543175585678
2,3.0,2,1,4,2,5.648144363274381,summer,134.76766864039246,low,0,5,3870.5101821000403,4643.529407251738
0,1.5,1,3,2,1,8.058047027120175,summer,55.90195027374712,low,1,1,1301.8957582227629,1563.2660508138094
2,1.5,2,2,2,2,4.060363744592438,summer,158.41926953533667,low,1,4,2778.4027351061827,3338.345087158467
3,1.5,2,0,2,2,4.254928811656612,summer,175.61206284539662,medium,1,0,2785.5911956615014,3340.670738362542
4,3.0,1,2,4,2,3.911954462165078,winter,210.1671591659018,medium,1,0,2224.1774325263455,2679.2434794620194
1,1.5,1,1,0,0,4.883702142751478,summer,81.05931730634978,low,1,2,1393.9338519876005,1669.94452858475
1,2.25,2,0,2,1,4.305874667486075,summer,100.34319849587747,medium,0,1,2220.9464761060153,2657.601531082597
2,3.0,2,0,2,1,8.419448251969058,summer,126.32074378166183,medium,0,5,4102.813668038112,4917.412987367205
2,3.0,1,0,4,2,7.108849158862695,winter,111.64851565102954,low,0,3,2360.8047148611763,2824.3343414834553
4,3.0,1,2,2,1,5.5994955404555045,winter,186.33910532511666,medium,0,3,2594.605048899141,3109.705627013091
4,2.25,1,3,0,1,4.43676710870667,winter,193.8575779427535,low,0,0,2165.5249187233526,2606.555169636908
3,1.5,1,3,4,0,8.621537701031745,summer,152.56019096837252,high,1,2,2595.6214688067907,3116.224286070254
0,3.0,1,3,2,1,9.16141969121277,winter,61.89181838218262,low,1,4,1145.0964417901237,1367.8426767145536
3,3.0,2,3,2,2,8.9701208693911,winter,171.85376677588422,low,1,3,4605.296872574782,5528.689518511888
1,2.25,1,3,3,1,9.473489248860638,summer,75.02030909367164,low,1,2,2515.942519282419,3013.4486440085243
2,1.5,1,0,3,2,8.654348975529029,summer,86.65895996888986,medium,0,6,2224.7482314986287,2672.9046515743344
3,3.0,1,0,1,1,7.42929570987103,winter,153.1806171878237,low,1,0,3167.6460285395015,3804.771279073129
2,2.25,2,2,1,2,6.011308865328693,summer,130.66496056021867,medium,0,5,3095.87911201753,3716.4353829350557
2,2.25,2,0,2,2,5.032470143908901,winter,138.68525312220652,medium,1,2,2515.924150358182,3013.4197626894684
3,2.25,2,2,3,1,3.04441281946174,summer,148.25022789679053,low,1,2,3141.9265525943424,3766.786071079507
3,3.0,1,2,1,2,8.826040955842057,summer,178.70297564771292,high,0,3,3903.03435747179,4683.716951377549
4,3.0,1,1,4,0,6.05343289097441,winter,213.63384210217004,low,1,2,3424.486837614392,4109.370628489301
0,2.25,2,0,3,0,9.105438212290668,summer,50.0,medium,1,6,2032.2999639157379,2439.8398562797174
4,1.5,2,2,0,2,5.2530226929562795,winter,217.7784245288371,high,0,5,2442.7480280274162,2928.1230668366857
0,3.0,1,3,0,2,5.366613599827178,winter,68.81622784027371,low,1,2,1245.5854547337653,1491.298255541632
3,2.25,2,3,0,2,3.1481423918112283,winter,176.80289288837093,medium,0,1,2321.727120307025,2790.8546781975137
0,3.0,2,1,0,1,6.3980631378877675,winter,50.0,high,0,1,1803.0821734716908,2157.420487696268
1,2.25,1,2,3,0,6.421138030369264,winter,68.34071289887618,low,1,2,1607.7661010294091,1937.185195660873
4,2.25,2,0,4,1,7.583966109995487,winter,232.8707342065091,high,0,0,3148.361520135431,3776.019724466558
4,3.0,1,3,0,1,8.247684925266764,winter,214.37584006338622,medium,1,0,3553.7450283155886,4258.493811847625
4,3.0,2,3,4,0,5.430934411337869,summer,221.31827579913744,high,0,3,4168.844920713656,5000.916023388774
2,1.5,2,1,1,1,9.491899914217557,winter,131.99156640083945,high,0,1,2397.5549331203156,2868.780808801771
2,2.25,1,3,1,1,6.194517770586412,winter,141.91481257975195,medium,0,1,1643.1724802349866,1973.657217509407
3,2.25,2,2,2,0,7.016464727605632,winter,175.1546191752994,high,0,0,2713.1971555927953,3253.4280970220225
3,1.5,1,1,3,2,7.157726048573807,winter,189.27440698886966,low,0,5,2045.55344041787,2444.55953267079
2,3.0,2,3,0,1,9.135851533442224,winter,97.37624568641894,low,0,3,3583.108695195077,4307.18808704741
4,1.5,2,0,4,1,7.8506658304737025,winter,220.92290488603973,low,1,5,3436.832925649439,4133.201014574238
2,2.25,1,2,4,1,5.475493857565558,summer,99.9445016664293,low,1,2,2598.1937679027637,3116.6609303295554
0,1.5,1,3,3,0,7.942705128329961,winter,62.601450456339975,medium,1,6,1127.926383263598,1348.3456688942288
4,2.25,2,0,1,2,9.249280072353688,winter,204.46317873740315,medium,0,4,3854.247330032424,4624.683989996102
2,3.0,1,2,3,2,8.754718369391089,winter,120.48661281364056,high,0,6,2112.742170973708,2539.335651206627
3,2.25,1,3,4,1,3.3316893373381826,winter,168.8956146289539,low,0,6,1650.5799624337922,1988.7167749237956
